participant_id,transcription_expected,transcription_raw
__whisper__,the swimmer was being chased by a giant shark,The swimmer was being chased by a giant shock.
__whisper__,first put on your socks then put on your crayons,"First, put on your socks, then put on your crayons."
__whisper__,the gift was inside the zebra,The geefed was inside the zebra.
__whisper__,at the picnic the crumbs attracted eggs,at the picnid the crumbs attracted x.
__whisper__,at the picnic the crumbs attracted ants,"at the picnic, the crumbs, a check it and."
__whisper__,the pilot flew the airplane,the pileage for the airplane.
__whisper__,the pilot flew the rope,The pilot foot the rope.
__whisper__,on her finger she wore a ring,on her fingers to war a ring.
__whisper__,on her finger she wore a rocket,On her fingers she wore a rocket.
__whisper__,for halloween he carved a pumpkin,for Halloween he carved a pumpkin.
__whisper__,at the zoo i saw a tall key,"Add the zu, I saw a tall key."
__whisper__,at the haunted house i saw a bird,at the haunted house I saw a bird.
__whisper__,sitting on the lilypad was a bridge,Seating our lini pad was a break.
__whisper__,sitting on the lilypad was a frog,Seating on the Lily Pad with the Frog.
__whisper__,grandma sits on her porch in a bat,Grandma's seats on her porch in a bed.
__whisper__,grandma sits on her porch in a chair,Grandma sits on her porch in her chair.
__whisper__,i fixed the torn page with a piece of tape,I fix the torn page with the piece of tape.
__whisper__,i fixed the torn page with a piece of book,I fix the torn page with a piece of book.
__whisper__,the bunny nibbled a clown,LeBani-Newbox accloud.
__whisper__,the bunny nibbled a carrot,The bunny nibble are carried.
__whisper__,for breakfast i scrambled the eggs,"For breakfast, I scrumble the eggs."
__whisper__,for breakfast i scrambled the guns,For breakfast I scramble the gongs.
__whisper__,oink oink said the pig,"Oink, oink, set the peak."
__whisper__,oink oink said the shoes,Oink oink said the shoes.
__whisper__,to keep the sun out of my face i wear a hat,To keep the sound out of my face I wear a hat.
__whisper__,to keep the sun out of my face i wear a train,to keep the sound out of my face I wear a chain.
__whisper__,the boy put the groceries in a horse,the boy put the grasseries in a horse.
__whisper__,the boy put the groceries in a bag,the boy put the groceries in a bag.
__whisper__,when grandma reads she needs her glasses,"When Grandma reads, she needs her glasses."
__whisper__,when grandma reads she needs her boat,"When Grandma agreed, she needed her balls."
__whisper__,i wear sunglasses to shade my fire,I wear sunglasses to shave my fire.
__whisper__,at valentines day we drew lots of pants,"At Valentine's Day, we drew lots of pins."
__whisper__,at dinner my family sits together at the table,"at dinner, my family sits together at the table."
__whisper__,at dinner my family sits together at the man,at dinner my family sits together at the men.
__whisper__,we moved our furniture on the back of a flower,We moved our furniture on the back of the flower.
__whisper__,we moved our furniture on the back of a truck,We moved our furniture and the back of a truck.
__whisper__,soldiers shoot with their guns,Soldier shoots with their guns.
__whisper__,soldiers shoot with their glasses,Soldier shoots with their glasses.
__whisper__,she sleeps with her head on a fish,She sleeps with her head on a beach.
__whisper__,to see what time it is look at a clock,to see what time it is. Look at a clock.
__whisper__,the vampire can turn into a bat,The vampire can turn into a bag.
__whisper__,the vampire can turn into a ring,Levin Pirer can turn into a ring.
__whisper__,in the bathtub there is a floating little wheel,In the bathtub there is a floating glitter wheel.
__whisper__,in the bathtub there is a floating little rubber_ducky,in the bathtub there is a floating little rubber docking.
__whisper__,the sound was so loud i had to cover my ears,The sound was so loud I had to cover my ears.
__whisper__,i was scared that under my bed there could be a monster,I was scared that under my bad there could be a monster.
__whisper__,i was scared that under my bed there could be a motorcycle,I was scared that under my bad there could be a motorcycle.
__whisper__,at the playground i like to go down the slide,"At the playground, I'd like to go down the slide."
__whisper__,at the playground i like to go down the candle,Add the playground I like to go down the kingdom.
__whisper__,inside the nest sat a beautiful table,"Inside the nest, set a beautiful table."
__whisper__,inside the nest sat a beautiful bird,Inside the net set of beautiful birds.
__whisper__,at the playground the girl went on the oranges,at the playground the girl went on the oranges.
__whisper__,the bank is where he keeps the spider,The bank is where he keeps the spider.
__whisper__,i used three big snowballs to make a bear,I used three big snowballs to make a bear.
__whisper__,the cowboy is very good at riding his hat,The cow boy is very good at riding his hat.
__whisper__,the cowboy is very good at riding his horse,The cow boy is very good at riding his horse.
__whisper__,i fell in the mud and have to put on a new button,I feel in the mud and have to pull on a new bottle.
__whisper__,i fell in the mud and have to put on a new shirt,I feel in the mud and have to put on a new shirt.
__whisper__,you can open the locked door with the key,You can open a locked door with a key.
__whisper__,for breakfast mommy poured me a bowl of cereal,"For breakfast, mommy pulled me a bowl of cereal."
__whisper__,the caterpillar turned into a piano,Look at your pillar turning to a piano.
__whisper__,the caterpillar turned into a butterfly,Look at your pillar turning to a border fly.
__whisper__,at the circus the girl saw the truck,"Add the circus, the grossle the chalk."
__whisper__,at the circus the girl saw the clown,and a certain level of bundle recommended in these new days.
__whisper__,kids sit in the backseat of the bee,Case sit in the back seat of the B.
__whisper__,kids sit in the backseat of the car,keys sit in the back seat of the car.
__whisper__,cows eat a lot of shell,Cows eat a lot of show.
__whisper__,i have a spoon but i need a web,I have a spoon but I need a wrap.
__whisper__,the boy has a toy choochoo leaf,The boy has the toy to leave.
__whisper__,the boy has a toy choochoo train,The boy has a toy to exchange.
__whisper__,use the remote to change the channels on the tv,Use the remotes to change their channels on LothiV.
__whisper__,use the remote to change the channels on the castle,use the remote to change the channels on low-castle.
__whisper__,you can make juice from fresh squeezed oranges,You can make dues from fresh squeeze oranges.
__whisper__,you can make juice from fresh squeezed tape,You can make juice from fresh squeezed tea.
__whisper__,to drive the car daddy turns the wheel,to drive a car daily turns the wheel.
__whisper__,to drive the car daddy turns the hearts,"To drive the car, daddy turns the hearts."
__whisper__,the man checked the time on his stairs,The men check the time on his stairs.
__whisper__,the man checked the time on his watch,The main check the time on his watch.
__whisper__,the aquarium has many different fish,The aquarium has many different features.
__whisper__,the aquarium has many different swings,The Australian has many different swings.
__whisper__,the apple grew on a tree,the Apple Girl on a tree.
__whisper__,the apple grew on a bell,The apple grew on a bell.
__whisper__,there are three bedrooms in their carrot,There are three bedrooms in their carate.
__whisper__,we roasted marshmallows over the giraffe,We roast in marshmallows over the giraffe.
__whisper__,in the pond there was one quacking pillow,"In the pound, there was one quacking pillow."
__whisper__,in the pond there was one quacking duck,in the pound-air words one cooking dog.
__whisper__,the caterpillar is munching on a green cow,The castor pillar is mounting on a green cow.
__whisper__,the caterpillar is munching on a green leaf,The castor pillar is munching on a green leaf.
__whisper__,the brave knight killed the chair,The Brave Knights killed their cheer.
__whisper__,the brave knight killed the dragon,the brain night killed the dragon.
__whisper__,i like to play fetch with my clock,I like to play fat with my clock.
__whisper__,i like to play fetch with my dog,I like to play fair with my dog.
__whisper__,the girl took lessons to play the dinosaur,"Look, roll two glasses to play the dinosaur."
__whisper__,i like to bounce the ball,I like your bones the ball.
__whisper__,daddys shirt was missing a button,that this shirt was missing a bottom.
__whisper__,daddys shirt was missing a fork,That is shirt was missing a fork.
